No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,PoissonRatio
18208,GP06-353976,USPatentCorningInc.(US),2014,A1016172,Glass,Alumino-Silicate,AlkaliSilicate,,Melting,,,,ChemicalStrengthen,,,,,ex.60,,65.78,5.15,13.87,1.08,0.03,0,0,13.91,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
17999,XP06-352474,USPatentCorningInc.(US),2013,A0296155,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,Melting,GlassCeramics,Opaque,,ElectronicsElectrical,ConsumerProducts,ChemicalStrengthen,,780C2h+950C4h,ex.XCrystal:mass%,,69.28,1.8,12.61,2.9,0,0,7.71,0.4,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
2977,GJ06-045726,GlassPhysics&Chemistry,1981,v.007p.0287,Glass,Alumino-Silicate,,,,,,,UltrasonicDelayLine,OpticalModulator,,,,,,60,0,25,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254
5193,GB02-164793,FundamentalsofInorganicGlasses,1994,v.001p.0171,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,71.43,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235
8598,GI02-190622R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,,,,,GlassNameA39Melting:inPtcrucibleat1630Cfor5hr.Annealing:at700Cfor2hr.,,60.52,0,14.85,0,4.83,0,0,9.9,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
8662,GI06-191647,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Substrate,,,Anneal:at870Cfor1hr.,GlassNameC007.Melt:inPtRhat1620Cfor21hr.Crystalizedalittle.,,59.97,0,19.98,0,0.01,0,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
5181,GB02-164779,FundamentalsofInorganicGlasses,1994,v.001p.0169,Glass,AlkaliSilicate,,,,,,,,,,,,,,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
3842,GJ01-092151,AppliedOptics,1981,v.020p.2716,Glass,Silica,,,Fiber,,,,OpticalFiber,,,,,Core.Pressuredesensit.fiber,,99.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
3788,GJ02-091234,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,70,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213
8592,GI03-190614R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,Substrate,,,,,GlassNameA27Melting:inPtcrucibleat1640Cfor5hr.Annealing:at700Cfor2hr.,,50.2,0,15.21,0,0,14.38,0,10.29,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
2855,GC01-052316,Philips(NL),1980,Philips-303,Glass,Silica,,,Tube,Doped(Stuffed),,,Lamp,,,,,OH-Content-Unbaked160E-6Doped0.125%Tio2,,99.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
2981,GJ02-045746,GlassPhysics&Chemistry,1982,v.008p.0463,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,17.5,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216
5532,GJ02-176248,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,,,,,,,,,,,,D.S.Sanditov,,73.6,0,0,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27
13159,XP03-281603,USPatentHoyaCorp.(J),2007,A7264894,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,805C4hr+1000C4hr,Ex.1-4,,52.58,0,11.78,25.09,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227
8707,GI03-191700R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at610Cfor2hr.,GlassNameC060.Melting:inPtPtRhcrucibleat1600Cfor4hr.,,63.42,0,4.85,0,4.87,10.03,0,6.54,5.23,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
12539,XP03-269959,EuropeanPatentHoyaCorp.(J),2005,A1577275,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,810C4h+1000C4h,Ex.1-2,,50.25,0,10.51,31.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246
2928,GJ02-045001,J.AmericanCeramicSoc.,1975,v.058p.0085,Glass,AlkaliSilicate,,,,,,,,,,,,,,61.9,0,0,0,0,0,0,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229
2797,GC09-051423,CorningInc.(US),,7280,Glass,OtherSilicate,AlkaliSilicate,,Tube,,,,LaboratoryWare,,,,,,,76.8,0,0,0,0,0,2.17,12.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
2987,GJ02-045754,GlassPhysics&Chemistry,1982,v.008p.0463,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228
16184,GJ02-310488,J.Non-CrystallineSolids,2013,v.364p.000040,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,65.27,0,0,0,13.01,0,0,21.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
1841,GB02-019743,HandbookofGlassData,1987,v.00Cp.0209,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,72.1,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247
742,GB02-006460,HandbookofGlassProperties,1986,v.001p.0325,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,70,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2827,GC02-052106,AsahiGlass(J),,Sunlux-TGL12,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,ArchitectureTrafficIndustry,Window,,,,,,71.39,0,1.17,4.43,9.56,0,0,13.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2871,GC01-052414,TosohQuartz(J),1980,,Glass,Silica,,,Slab,CVD,,,Laser,,,,,HighpowerUVlaserglass,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
1854,GB02-019770,HandbookofGlassData,1987,v.00Cp.0213,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,73,0,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215
3951,GJ06-073483,GlassPhysics&Chemistry,1984,v.010p.0365,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,,,,,,,,61,0,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247
11900,XP03-261537,USPatentHoyaCorp.(J),2004,A6774072,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,OpticalMemory,,,Ex.1-2Heattreat:810C4h+1000C4h,,50.25,0,10.51,31.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
5537,GJ02-176254,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,70,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222
3217,GJ02-068651,J.Non-CrystallineSolids,1978,v.027p.0161,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168
4764,GB02-137462,HandbookofGlassData,1993,v.00Ep.0073,Glass,AlkaliSilicate,,,,,,,,,,,,,,85,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196
2924,GJ02-044994,J.AmericanCeramicSoc.,1975,v.058p.0085,Glass,AlkaliSilicate,,,,,,,,,,,,,,55,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2494
7123,GB02-164826,FundamentalsofInorganicGlasses,1994,v.001p.0171,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,58.82,0,0,29.41,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
6142,GI06-191641,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Substrate,,,,GlassName:C001.Melt:inPtRhat1610Cfor48hr.Anneal:at640Cfor1hr.Partialycrystalized.,,72.6,0,11.64,0,0,0,15.66,0.04,0.006367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
795,GJ06-005417,J.AmericanCeramicSoc.,1970,v.053p.0005,Glass,Alumino-Silicate,,,FlatGlass,,,,,,,,,7Tabs10Figs,,55,0,15,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
8705,GI03-191698R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at610Cfor2hr.,GlassNameC058.Melting:inPtPtRhcrucibleat1600Cfor4hr.,,64.5,0,4.93,0,0,0.18,0,5.97,5.07,0,0,0,0,0,0,0,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
726,GB02-006429,HandbookofGlassProperties,1986,v.001p.0322,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,73,0,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215
9704,GJ02-355255,J.Non-CrystallineSolids,2014,v.405p.0196,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Melting,,,,,,,,annealedat50KaboveTg.,NCSMelting:inPtorPt-Rhcrucibleat1450-1650C.,,73.96,0,0,0,10,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
18577,GP02-356863,USPatentCorningInc.(US),2014,A0227523,Glass,AlkaliSilicate,Alumino-Silicate,,Melting,,,,ChemicalStrengthen,,,,,ex.25,,67,3.98,12.69,2.21,0.03,0,0,13.91,0.01,0,0,0,0,0,0,0.06,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225
11918,GP02-261867,USPatentSchottAG(DE),2004,A6825142,Glass,AlkaliSilicate,,,,,,,ColorFilter,,,,,Ex.3,,54.93,0,0,5,0,0,10,24.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
4697,GP07-092840,USPatentSchottGlassTech.(US),1985,A4554259,Glass,Zinc-Silicate,Alumino-Silicate,,NonAlkali,,,,SubstrateforPhotolithographyMask,,,,,,,66.26,2.19,10.05,3.16,3.16,4.25,0,0,0,0,0,0,0,0,0,10.62,0,0,0.15,0,0,0,0.08,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241
9702,GJ05-355253,J.Non-CrystallineSolids,2014,v.405p.0196,Glass,Boro-Silicate,AlkaliSilicate,,Melting,,,,,,,,annealedat50KaboveTg.,NABSMelting:inPtorPt-Rhcrucibleat1450-1650C.,,72.4,15.2,2.9,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
6148,GI03-191821R,NGF'sAdditionalNewData(J),2001,v.004p.0007,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,ColorFilter,,,,Annealing:at700Cfor1h.,GlassNameD065Melting:inPtcrucibleat1700Cfor7h.,,73,1.31,0,0,15.45,0,0,8.62,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
9757,XP03-213874,USPatentHoyaCorp.(J),2001,A6294490,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,OpticalMemory,Magneto-OpticalMemory,Substrate,MagneticMemoryDisk,,Crystal:other=2MgO.2Al2O3.4SiO2MgO.2Al2O3.5SiO2Mg-Al-titanate,,52.58,0,11.78,25.09,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
759,GB02-006494,HandbookofGlassProperties,1986,v.001p.0326,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,84.5,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204
2376,GJ06-045731,GlassPhysics&Chemistry,1981,v.007p.0287,Glass,Alumino-Silicate,,,,,,,UltrasonicDelayLine,OpticalModulator,,,,,,70,0,10,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236
18103,GP02-353682,USPatentAsahiGlass(J),2013,A0302617,Glass,AlkaliSilicate,Alumino-Silicate,Alkaline-earthSilicate,Melting,SheetGlass,,,ChemicalStrengthen,Display,,,,ex.19,,65,0,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
12524,GP03-269774,USPatentHoyaCorp.(J),2005,A0244656,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.2,,64,0,4,0,16,3,2,5.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239
8450,XP06-289793,JapanesePatentCorningInc.(US),2009,A504563,Glass-Ceramics,Alumino-Silicate,OtherSilicate,,,,,,Substrate,LiquidCrystalDisplay,SolarCell,,,Ex.82,,70.04,0,17.56,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265
8452,XP06-289795,JapanesePatentCorningInc.(US),2009,A504563,Glass-Ceramics,Alumino-Silicate,OtherSilicate,,,,,,Substrate,LiquidCrystalDisplay,SolarCell,,,Ex.92,,70.59,0,17.25,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263
9691,GJ02-355085,J.Non-CrystallineSolids,2014,v.404p.0124,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Melting,,,,,,,,,,,73.96,0,0,0,10,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225
7613,GJ01-263900,J.Non-CrystallineSolids,2005,v.351p.0650,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
6150,GI02-191825R,NGF'sAdditionalNewData(J),2001,v.004p.0007,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,ColorFilter,,,,Annealing:at610Cfor1h.,GlassNameD069Melting:inPtcrucibleat1615Cfor7h.,,73.21,0,3.08,11.45,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
5556,GJ02-176329,GlassPhysics&Chemistry,1998,v.024p.0539,Glass,AlkaliSilicate,,,,,,,,,,,,D.S.Sanditov,,71.4,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205
2711,GP06-035671,JapanesePatentSchottGlassTech.(US),1985,A239342,Glass,Alumino-Silicate,Zinc-Silicate,Alkaline-earthSilicate,NonAlkali,,,,SubstrateforPhotolithographyMask,,,,,,,66.24,2.19,10.05,3.16,3.16,4.25,0,0,0,0,0,0,0,0,0,10.62,0,0,0.15,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241
3781,GJ02-091221,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,71,0,17,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226
1831,GB02-019712,HandbookofGlassData,1987,v.00Cp.0204,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,70,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217
734,GB02-006439,HandbookofGlassProperties,1986,v.001p.0322,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,75,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207
8701,GI03-191694R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at590Cfor2hr.,GlassNameC054.Melting:inPtPtRhcrucibleat1600Cfor4hr.,,63.64,0,4.95,0,0,20.03,0,6.24,4.76,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
10898,XP03-227841,USPatentHoyaCorp.(J),2003,A6569792,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Ex.3-1Heattreatment:770C4h+950C4hCrystal:Mg-Al-titanatequartzsolidsolution,,50.11,0,10.66,30.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.48,0,0,0,0,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
