No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,FractureToughness(MPa.m1/2)
2937,GJ02-045515,PhysicsandChemistryofGlasses,1980,v.021p.0099,Glass,AlkaliSilicate,,,,,,,,,,,annealedat530C,,,67,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927
12245,XP02-266131,USPatent,2005,A0098064,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,,,,,M.Schweigeretal.Ex.15,,61.92,0,2.3,0,1.02,0.75,26.82,0.09,1.22,0,0,0,0,0,0,2.81,1.1,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.05,0.13,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
11881,GP02-261359,JapanesePatentKonicaMinolta(J),2004,A352571,Glass,AlkaliSilicate,Alumino-Silicate,Boro-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.5,,69.52,4.85,5.7,0,0,0,9.42,5.04,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.15,0,0,0,0,2.43,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26
18683,GP03-357268,USPatentHoyaCorp.(J),2014,A0334276,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,Melting,Disk,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.1,,61,0,11,15.5,0,0,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81
8392,GP06-287459,USPatentKonicaMinolta(J),2008,A7396788,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.142,,70.53,3.1,5.79,0,0,0.41,9.56,5.12,1.68,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0.07,0.47,0,0,0,0,1.51,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09
15672,GP02-307214,JapanesePatentAsahiGlass(J),2012,A020921,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,,,,,Ex.G5,,65,0,10,3,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88
8705,GI03-191698R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at610Cfor2hr.,GlassNameC058.Melting:inPtPtRhcrucibleat1600Cfor4hr.,,64.5,0,4.93,0,0,0.18,0,5.97,5.07,0,0,0,0,0,0,0,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49
14862,GP02-299791,USPatentCentralGlass(J),2010,A0273635,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,Window,,,,,Ex.1,,68.29,0,0.72,15.48,1.53,0.04,0,4.05,8.12,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79
8394,GP06-287461,USPatentKonicaMinolta(J),2008,A7396788,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.162,,70.88,4.95,5.82,0,0,0,8.32,4.42,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.47,0,0,0,0,1.52,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14
18166,GP03-353841,USPatentHoyaCorp.(J),2014,A0036644,Glass,Alkaline-earthSilicate,Alumino-Silicate,AlkaliSilicate,Melting,Disk,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.11,,66,0,5,17,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68
2445,GI02-047446,Proc.ICG,1986,v.001p.0225,Glass,AlkaliSilicate,,,,,,,,,,,,,,74.76,0,0,0,0,0,0,0,24.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
14463,GP02-297155,USPatentHoyaCorp.(J),2010,A0160141,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.43,,65,5,5,5,5,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61
6126,GI06-190640R,NGF'sAdditionalNewData(J),2000,v.002p.0003,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Substrate,,,,,GlassNameA59Melting:inPt-Rhcrucibleat1700Cfor5hr.Annealing:at750Cfor2hr.,,71.84,0,14.25,0,0,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34
12456,GP02-268984,JapanesePatentCentralGlass(J),2005,A343729,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Display,PlasmaDisplay,Substrate,,,Ex.7,,67.13,0,1.21,16.81,1.1,0,0,3.48,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819
8575,GP03-190524,EuropeanPatentAsahiGlass(J),1999,A0953549,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,66,7,11,6.4,4.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86
15092,GP02-301888,JapanesePatentAsahiGlass(J),2011,A123924,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.9,,62,0,13,3,0,0,7.5,7.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85
2439,GI02-047432,Proc.ICG,1986,v.001p.0225,Glass,AlkaliSilicate,,,,,,,,,,,,,,73.76,0,0,0,10.69,0,0,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
8701,GI03-191694R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at590Cfor2hr.,GlassNameC054.Melting:inPtPtRhcrucibleat1600Cfor4hr.,,63.64,0,4.95,0,0,20.03,0,6.24,4.76,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57
2728,GJ02-037026,J.AmericanCeramicSoc.,1978,v.061p.0027,Glass,AlkaliSilicate,,,,,,,,,,,,8Figures1Table,,60,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615
15524,GP02-305915,USPatent,2011,A0201490,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,K.Barefootetal.Ex.d,,63.93,3,14.99,0,0,0,0,17.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69
2734,GJ03-037035,J.AmericanCeramicSoc.,1978,v.061p.0027,Glass,Alkaline-earthSilicate,,,,,,,,,,,,8Figures1Table,,60,0,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
13431,XP02-285330,USPatent,2008,A0125303,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,,,,490C30min.,IvoclarVivadentAG.Ex.2,,64.73,0,0.57,0,0,0,30.32,0,2.49,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
8695,GJ02-298021,J.Non-CrystallineSolids,2010,v.356p.002417,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,75,0,0,2.5,7.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74
15676,GP02-307218,JapanesePatentAsahiGlass(J),2012,A020921,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,,,,,Ex.G53,,62,0,13,3,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
14541,GJ02-298037,J.Non-CrystallineSolids,2010,v.356p.002417,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,65,0,0,2.5,7.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66
15881,GJ02-308375,J.Non-CrystallineSolids,2012,v.358p.001474,Glass,AlkaliSilicate,,,MixedAlkali,,,,,,,,AnnealedatTgfor2hr.,,,60,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
7001,XP02-163132,JapanesePatentCorningInc.(US),1995,A187710,Glass-Ceramics,AlkaliSilicate,,,,,,,,,,,,,,65.27,0,0,0.92,0,0,30.32,0,1.22,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79
12649,GP02-272220,JapanesePatentCentralGlass(J),2006,A143523,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Display,PlasmaDisplay,Substrate,,Annealedat600-700C.,Ex.9,,67.16,0,1.26,15.97,1.53,0,0,3.96,8.46,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79
14458,GP05-297150,USPatentHoyaCorp.(J),2010,A0160141,Glass,Boro-Silicate,AlkaliSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.26,,60,20,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
12513,GP06-269681,USPatentKonicaMinolta(J),2005,A0215414,Glass,Alumino-Silicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.1,,61.19,2.37,7.83,13.16,0,0,7.36,2.46,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.22,0,0,0,0,3.52,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14
18283,XJ02-355387,J.MaterialsScience,2013,v.048p.0251,Glass-Ceramics,AlkaliSilicate,,,Melting,GlassCeramics,,,,,,,850C20min,S4othercrystal:Li3PO4,,68.86,0,1.38,0,0,0,27.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12
18338,XP02-355852,JapanesePatentAsahiGlass(J),2012,AW121116,Glass-Ceramics,AlkaliSilicate,,,Melting,GlassCeramics,,,Display,,,,537C4h+788C4h,ex.11,,62,0,1.8,0,0,0,31,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
6391,GJ05-141506,J.MaterialsScience,1993,v.028p.3014,Glass,Boro-Silicate,Zinc-Silicate,,,,,,,,,,,Lappingofglass:ZKN7,,67,12,3,0,1,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71
17025,GP02-315166,USPatentAsahiGlass(J),2014,A8691711,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,Substrate,,,,Ex.2,,64.5,0,12,0,0,0,12.8,5.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
6393,GJ04-141510,J.MaterialsScience,1993,v.028p.3014,Glass,Lead-Silicate,,,,,,,,,,,,Lappingofglass:SF6,,57.58,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,41.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54
2737,GJ06-037038,J.AmericanCeramicSoc.,1978,v.061p.0027,Glass,Alumino-Silicate,,,,,,,,,,,,8Figures1Table,,60,0,17.5,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66
12642,GP02-272213,JapanesePatentCentralGlass(J),2006,A143523,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Display,PlasmaDisplay,Substrate,,Annealedat600-700C.,Ex.2,,68.06,0,1.02,15.49,1.96,0,0,3.46,8.25,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78
8743,GI03-191736,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,Alumino-Silicate,AlkaliSilicate,,,,,Fiber,,,,Anneal:at800Cfor1h.,GlassNameC100.Melt:inPt-Rhat1600Cfor7h.Phaseseparation.,,58.91,0,7.02,2.24,24.34,0,0,0.04,4.9,0,0,0,0,0,0,0,0.006171,0,0,0,0,0,0.13,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79
2444,GI02-047445,Proc.ICG,1986,v.001p.0225,Glass,AlkaliSilicate,,,,,,,,,,,,,,74.91,0,0,0,0,0,0,0,24.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3524,XP09-059099,JapanesePatentAsahiGlass(J),1987,A072539,Glass-Ceramics,OtherSilicate,Alkaline-earthSilicate,,GlassCeramics,,,,,,,,,,,57.17,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
6312,GB06-139713,HandbookofGlassData,1993,v.00Ep.0561,Glass,Alumino-Silicate,,,,,,,,,,,,p571574,,64.1,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08
13890,GP02-292436,JapanesePatentCentralGlass(J),2009,A155148,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,,,,,,Ex.5,,65.58,0,0.78,16.24,2.95,0.04,0,4.54,6.76,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
13370,XP02-284848,USPatent,2008,A7316740,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,DentalCrown,,,,IvoclarVivadentAG.Ex.2,,64.73,0,0.57,0,0,0,30.32,0,2.49,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
4836,GI02-095963,Proc.ICG,2001,v.002p.0233,Glass,AlkaliSilicate,,,,,,,,,,,annealedat540C1h.,,,66.67,0,0,0,0,0,0,25,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24
7890,GP02-272123,JapanesePatentCentralGlass(J),2006,A131482,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Display,Substrate,,,,Ex.8,,70.39,0,1.67,6.25,10.1,0,0,1.52,8.29,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79
2211,GJ02-037033,J.AmericanCeramicSoc.,1978,v.061p.0027,Glass,AlkaliSilicate,,,,,,,,,,,,8Figures1Table,,70,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63
7046,XP06-227701,USPatent,2003,A6544913,Glass-Ceramics,Alumino-Silicate,,,GlassCeramics,Sintered,,,,,,,,AgencyforDefenseDevelopment(KR)Ex.1,,74.65,0,19.93,1.54,0.61,0,0,1.11,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83
15251,XP02-302898,EuropeanPatent,2011,A2269960,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,ArtificialTooth,,,500C10min+650C20min,Ex.8othercrystal:Li-phosphate,,62.79,0,0.58,1.34,1.92,0,27.82,0,2.52,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
12265,XP02-266448,EuropeanPatent,2005,A1505041,Glass-Ceramics,AlkaliSilicate,,,,,,,Dental,ArtificialTooth,,,500C10min,IvoclarVivadentAGEx.6Crystalothers:Lithiumphosphate,,62.79,0,0.59,1.36,0,0,27.82,0,2.5,0,0,0,0,0,0,2.42,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
12004,GP02-262430,USPatentKonicaMinolta(J),2004,A0242398,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.4,,68.44,4.77,5.62,0,0,0,10.31,5.46,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
11747,GJ06-259442,J.Non-CrystallineSolids,2004,v.344p.0044,Glass,Alumino-Silicate,,,,,,,,,,,,,,65.6,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88
9456,XP02-211223,JapanesePatentOharaInc.(J),2001,A035417,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,GlassCeramics,,,,CathodeRayTube,,,,,,,67.93,0,4.54,0.43,0,0,22.28,0,0.92,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
11852,GP02-261085,JapanesePatentKonicaMinolta(J),2004,A277232,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.5,,68.67,4.79,5.63,0,0,0,13.84,1.7,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.46,0,0,0,0,1.47,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17
8443,GP02-189075,JapanesePatent,1999,A314938,Glass,AlkaliSilicate,,,,,,,,,,,,,,60.13,0,0.6,0.14,0,0,30,0,3.07,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
2739,GJ02-037040,J.AmericanCeramicSoc.,1978,v.061p.0027,Glass,AlkaliSilicate,,,,,,,,,,,,8Figures1Table,,60,8,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7470,GJ02-258706,PhysicsandChemistryofGlasses,2004,v.045p.0037,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,74,0,0,0,10.3,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
12520,GP06-269688,USPatentKonicaMinolta(J),2005,A0215414,Glass,Alumino-Silicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.8,,63.12,1.08,9.01,5.77,0,0,9.89,1.73,1.14,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0.09,0.23,0,0,0,0,3.62,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35
3619,GJ02-087945,J.Non-CrystallineSolids,1984,v.064p.0249,Glass,AlkaliSilicate,Alkaline-earthSilicate,,PlateGlass,,,,,,,,,,,79.67,0,0,0,10.67,0,0,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65
7169,GJ02-240960,J.MaterialsScienceLetters,1988,v.007p.0791,Glass,AlkaliSilicate,Boro-Silicate,,Sol-Gel,,,,,,,,,Others:sodiumnitrateHv:maxvalue,,85.26,9.29,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
3617,GJ02-087942,J.Non-CrystallineSolids,1984,v.064p.0249,Glass,AlkaliSilicate,Alkaline-earthSilicate,,PlateGlass,,,,,,,,,,,77.36,0,0,0,8.06,0,0,14.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
